OBJNAME,REGION,RA,DEC,DIAM,PA,BA,MAG,REASON
2MASXJ11122373+0937136,dr11-south,168.09889545742055,9.62026114952986,0.616,0.9,0.360,17.440,SGA2020 dropped
2MASXJ11124083+3126267,dr11-south,168.17023410328176,31.44062446645142,0.624,179.4,0.661,17.138,SGA2020 dropped
2MASXJ11244275+1630405,dr11-south,171.17818137850753,16.511193756893206,0.602,95.6,0.233,18.918,SGA2020 dropped
2MASXJ11292378+2443056,dr11-south,172.349152183183,24.71812141569626,0.609,47.4,0.257,18.545,SGA2020 dropped
2MASXJ11320767+0832551,dr11-south,173.03203530016222,8.548824104338033,0.606,149.6,0.363,18.187,SGA2020 dropped
2MASXJ11383955+0953534,dr11-south,174.66498058364917,9.898128958131958,0.620,178.8,0.278,17.992,SGA2020 dropped
2MASXJ11404211+0917300,dr11-south,175.17546840061877,9.291733974627206,0.613,146.5,0.266,18.101,SGA2020 dropped
2MASXJ11412524+0714155,dr11-south,175.35519560567886,7.237682647863521,0.664,70.8,0.234,18.758,SGA2020 dropped
2MASXJ11421475+2908059,dr11-south,175.56143256789983,29.13510479642477,0.614,154.1,0.254,18.575,SGA2020 dropped
2MASXJ11435537+2618094,dr11-south,175.9808228150001,26.302679241692335,0.621,140.1,0.307,18.602,SGA2020 dropped
2MASXJ11491175+2909084,dr11-south,177.29879116031245,29.152102439772314,0.612,82.7,0.427,17.520,SGA2020 dropped
2MASXJ11584945+1725504,dr11-south,179.70594678805915,17.430683344159696,0.636,122.0,0.273,18.032,SGA2020 dropped
2MASXJ11591858+0513472,dr11-south,179.82760825284115,5.229910696443942,0.610,179.4,0.508,17.374,SGA2020 dropped
2MASXJ12200453+2131481,dr11-south,185.01909597572023,21.529793919880348,0.610,6.0,0.256,18.625,SGA2020 dropped
2MASXJ12223836+2727233,dr11-south,185.65975495956675,27.456553252916173,0.648,153.4,0.277,18.158,SGA2020 dropped
2MASXJ12273428+2652091,dr11-south,186.8929019671778,26.86938676191246,0.625,28.7,0.212,18.980,SGA2020 dropped
PGC1303831,dr11-south,188.30865767136322,6.597597419121924,0.613,122.3,0.378,17.761,SGA2020 dropped
2MASXJ12382736+2323166,dr11-south,189.61403574974344,23.38781787498023,0.620,87.3,0.292,18.247,SGA2020 dropped
2MASXJ12384325+1718482,dr11-south,189.68022524392723,17.313486846937202,0.659,162.5,0.299,18.038,SGA2020 dropped
2MASXJ12451431+1836100,dr11-south,191.3095276239808,18.602668958757107,0.664,52.5,0.296,17.807,SGA2020 dropped
2MASXJ12465754+2055134,dr11-south,191.73969721610717,20.92040769838043,0.610,47.2,0.327,17.732,SGA2020 dropped
2MASXJ12495818+1755343,dr11-south,192.49241118939577,17.926113214966676,0.609,51.8,0.343,18.150,SGA2020 dropped
2MASXJ12502627+0328400,dr11-south,192.60955634934027,3.477764331083144,0.612,170.2,0.434,18.394,SGA2020 dropped
2MASXJ12572258+1639260,dr11-south,194.34400909428842,16.657306134146012,0.612,57.9,0.602,16.786,SGA2020 dropped
2MASXJ12594603+1734338,dr11-south,194.94184180071906,17.575911821904125,0.629,176.5,0.340,18.021,SGA2020 dropped
2MASXJ13050494+3008033,dr11-south,196.2705321198312,30.134320959019142,0.675,95.5,0.350,18.474,SGA2020 dropped
2MASXJ13104914+0724067,dr11-south,197.70477257278537,7.401898391457557,0.619,83.8,0.363,18.151,SGA2020 dropped
2MASXJ13142022+1333094,dr11-south,198.5842317149325,13.552760301890215,0.609,20.3,0.283,18.404,SGA2020 dropped
2MASXJ13173679+1055489,dr11-south,199.40329034256897,10.930205107457141,0.608,85.9,0.329,17.835,SGA2020 dropped
2MASXJ13180094+1518231,dr11-south,199.5039810146745,15.306477532062388,0.625,165.4,0.200,18.805,SGA2020 dropped
2MASXJ13253411+1641472,dr11-south,201.3918640559572,16.696394150118373,0.633,90.1,0.227,18.643,SGA2020 dropped
2MASXJ13285056+1118472,dr11-south,202.21063769335805,11.313033235637189,0.609,51.4,0.299,18.260,SGA2020 dropped
2MASXJ13291855+1340311,dr11-south,202.32726698165203,13.675341738047202,0.613,157.7,0.271,18.715,SGA2020 dropped
2MASXJ13372417+2922377,dr11-south,204.35058485325928,29.377088404284574,0.638,54.5,0.259,18.918,SGA2020 dropped
2MASXJ13554548+1411079,dr11-south,208.93951061100017,14.185690975713863,0.600,110.3,0.766,17.748,SGA2020 dropped
2MASXJ13581379+1301531,dr11-south,209.55759544354578,13.031352459486431,0.617,22.9,0.425,18.312,SGA2020 dropped
2MASXJ14033970+1324432,dr11-south,210.91560150883922,13.41195143115295,0.639,118.7,0.304,18.386,SGA2020 dropped
2MASXJ14144645+2609313,dr11-south,213.6935925564029,26.15848931729664,0.605,169.7,0.314,17.755,SGA2020 dropped
2MASXJ14173337+1908133,dr11-south,214.38903041950942,19.137079935861095,0.656,163.7,0.748,17.469,SGA2020 dropped
2MASXJ14195540+1729524,dr11-south,214.9808612256963,17.49782713770583,0.646,135.4,0.368,17.310,SGA2020 dropped
2MASXJ14302157+0354240,dr11-south,217.58993575996405,3.906786359079416,0.603,111.7,0.307,18.621,SGA2020 dropped
2MASXJ14312408-0149381,dr11-south,217.85036601931336,-1.8272444038526037,0.612,10.0,0.320,17.748,SGA2020 dropped
2MASXJ14315204+2211442,dr11-south,217.9669796397989,22.196610424838138,0.644,0.8,0.234,18.295,SGA2020 dropped
2MASXJ14335754+2425118,dr11-south,218.48969206055642,24.42001882376747,0.601,134.4,0.251,18.581,SGA2020 dropped
2MASXJ14392285+2937010,dr11-south,219.84553696136345,29.616838565908893,0.633,89.4,0.274,18.095,SGA2020 dropped
2MASXJ14400827+3019096,dr11-south,220.0342305619554,30.319373584440918,0.612,73.9,0.372,18.240,SGA2020 dropped
2MASXJ14404420+1353402,dr11-south,220.1843226852986,13.894530858700804,0.651,143.2,0.409,17.141,SGA2020 dropped
2MASXJ14452276+2629552,dr11-south,221.34503463494244,26.498752426888284,0.614,74.2,0.422,17.513,SGA2020 dropped
2MASXJ14453447+2851459,dr11-south,221.39348856881014,28.862796257578204,0.621,95.9,0.315,17.234,SGA2020 dropped
2MASXJ14534243+0450460,dr11-south,223.42674669491373,4.846140966644413,0.645,105.5,0.305,18.659,SGA2020 dropped
2MASXJ15023928+3357225,dr11-south,225.66335382854393,33.9563546731986,0.643,94.8,0.311,17.983,SGA2020 dropped
2MASXJ15031166+1110276,dr11-south,225.79863056979926,11.174269751576697,0.632,1.5,0.599,16.854,SGA2020 dropped
2MASXJ15034041+0255459,dr11-south,225.91840347879713,2.929410343042978,0.624,103.5,0.369,18.492,SGA2020 dropped
PGC1623719,dr11-south,227.69787804008783,20.319002226450205,0.650,108.2,0.487,17.071,SGA2020 dropped
2MASXJ15162496+1406547,dr11-south,229.1040689886447,14.11499541262996,0.610,175.4,0.338,17.697,SGA2020 dropped
2MASXJ15163257-0147486,dr11-south,229.1356741957784,-1.79680188569027,0.649,168.9,0.238,19.145,SGA2020 dropped
2MASXJ15201801+3325352,dr11-south,230.07525758280764,33.42647590037685,0.611,8.8,0.470,17.579,SGA2020 dropped
2MASXJ15202308-0151502,dr11-south,230.09597660627173,-1.8638978437265838,0.637,98.1,0.221,19.544,SGA2020 dropped
2MASXJ15223384+3150414,dr11-south,230.64088887893098,31.84483602624353,0.628,10.3,0.272,18.562,SGA2020 dropped
2MASXJ15225324+1031294,dr11-south,230.72188956955287,10.524708198411659,0.666,63.9,0.496,17.585,SGA2020 dropped
2MASXJ15231480-0155427,dr11-south,230.81193529170343,-1.9284217439579667,0.612,49.3,0.380,18.475,SGA2020 dropped
2MASXJ15234890+0641004,dr11-south,230.9537488783563,6.68353352286294,0.606,109.2,0.374,17.800,SGA2020 dropped
2MASXJ15261485+1011186,dr11-south,231.56187740015133,10.188432891445508,0.632,15.9,0.344,17.659,SGA2020 dropped
2MASXJ15280615+1909437,dr11-south,232.0255950152274,19.16209231459901,0.621,50.8,0.299,17.739,SGA2020 dropped
2MASXJ15285804+0416186,dr11-south,232.24192648628346,4.2718032845271665,0.624,169.2,0.300,17.807,SGA2020 dropped
2MASXJ15294865+0905329,dr11-south,232.45291561610583,9.092399573803718,0.666,124.2,0.431,17.986,SGA2020 dropped
2MASXJ15301626+1114493,dr11-south,232.56780488937255,11.24693568721189,0.618,45.4,0.350,18.057,SGA2020 dropped
2MASXJ15315731+0917483,dr11-south,232.9888863705032,9.296704379056582,0.612,114.0,0.249,18.536,SGA2020 dropped
2MASXJ15390532+2302549,dr11-south,234.77239825545533,23.04813340952652,0.624,6.5,0.263,18.599,SGA2020 dropped
2MASXJ15394485+3006506,dr11-south,234.93709239292087,30.114022378102224,0.619,91.2,0.305,18.356,SGA2020 dropped
2MASXJ15405504+0527410,dr11-south,235.2295227538845,5.461300927935764,0.608,116.3,0.254,18.744,SGA2020 dropped
2MASXJ15420858+2332535,dr11-south,235.53589911090086,23.54816165395638,0.602,64.8,0.264,18.388,SGA2020 dropped
2MASXJ15451111+0555272,dr11-south,236.29617943135418,5.924331725441551,0.685,48.2,0.473,17.838,SGA2020 dropped
2MASXJ15475979+0542542,dr11-south,236.99930305155658,5.71521663094296,0.615,44.3,0.267,18.590,SGA2020 dropped
2MASXJ15495452+2902428,dr11-south,237.47719427209964,29.045231674392987,0.614,25.4,0.481,17.348,SGA2020 dropped
2MASXJ15504144+1007312,dr11-south,237.6727450653512,10.125358943906585,0.648,54.3,0.363,17.092,SGA2020 dropped
2MASXJ15520128+1248489,dr11-south,238.00537766902949,12.813663118262415,0.608,23.3,0.316,18.608,SGA2020 dropped
2MASXJ15523019+1257050,dr11-south,238.12574358037938,12.951360939274718,0.603,147.4,0.457,18.271,SGA2020 dropped
2MASXJ15530135+1120275,dr11-south,238.25561309424748,11.340990133232726,0.612,25.2,0.370,17.514,SGA2020 dropped
2MASXJ15533232+1823079,dr11-south,238.3847545280026,18.385575680487587,0.636,87.9,0.610,16.251,SGA2020 dropped
2MASXJ15541990+1242204,dr11-south,238.58305666264096,12.70563279756086,0.616,80.6,0.364,18.417,SGA2020 dropped
2MASXJ15575033+1943501,dr11-south,239.45976947287036,19.73054730973982,0.639,38.7,0.629,16.485,SGA2020 dropped
2MASXJ15593499+1506122,dr11-south,239.89588600981375,15.10335501394344,0.606,137.6,0.267,18.324,SGA2020 dropped
2MASXJ16032181+0700355,dr11-south,240.84101946432395,7.009957239184808,0.673,55.2,0.459,17.414,SGA2020 dropped
2MASXJ16033728-0032017,dr11-south,240.90531306047512,-0.5339487975051023,0.616,42.3,0.257,19.126,SGA2020 dropped
2MASXJ16053346+1624168,dr11-south,241.38946420798084,16.404848221415488,0.623,41.9,0.515,17.013,SGA2020 dropped
2MASXJ16073631-0008166,dr11-south,241.9015124209181,-0.13802846591874804,0.637,129.9,0.359,18.521,SGA2020 dropped
2MASXJ16083711+0032145,dr11-south,242.15468584226755,0.5374167255171216,0.673,161.0,0.307,17.774,SGA2020 dropped
2MASXJ16163309+2916235,dr11-south,244.13793979418995,29.2732678536782,0.626,156.1,0.238,18.810,SGA2020 dropped
2MASXJ16324144+2537031,dr11-south,248.17271199930212,25.617601027015393,0.637,178.4,0.353,18.475,SGA2020 dropped
2MASXJ16350409+1508512,dr11-south,248.76713059979278,15.14755375224264,0.633,133.4,0.263,18.705,SGA2020 dropped
2MASXJ16422303+2522433,dr11-south,250.5960059085108,25.378769737615514,0.612,121.5,0.368,17.912,SGA2020 dropped
2MASXJ16445503+2049476,dr11-south,251.2292934780064,20.83004269589134,0.638,79.2,0.282,18.503,SGA2020 dropped
2MASXJ16471054+2240471,dr11-south,251.79403743821737,22.679723501362417,0.640,38.6,0.477,17.891,SGA2020 dropped
2MASXJ16522094+3308390,dr11-south,253.08729191827837,33.14415808391948,0.635,24.1,0.279,17.960,SGA2020 dropped
2MASXJ16561596+2339549,dr11-south,254.06666433914057,23.66512341635638,0.600,76.9,0.253,19.128,SGA2020 dropped
2MASXJ17012531+3313238,dr11-south,255.3554862462545,33.22340604012244,0.671,178.0,0.786,17.343,SGA2020 dropped
2MASXJ17021488+3118223,dr11-south,255.56189394980532,31.30629506469038,0.624,122.3,0.312,18.513,SGA2020 dropped
2MASXJ17022405+1920569,dr11-south,255.60016723731283,19.34928477432067,0.627,108.2,0.323,19.020,SGA2020 dropped
2MASXJ17215612+2918207,dr11-south,260.4839752637158,29.30573508984427,0.623,179.0,0.282,19.073,SGA2020 dropped
2MASXJ20371768-0033594,dr11-south,309.32384196362995,-0.566373873459917,0.603,101.9,0.318,18.550,SGA2020 dropped
2MASXJ21084881-0655327,dr11-south,317.2032626531932,-6.925713725677482,0.640,167.2,0.224,18.864,SGA2020 dropped
2MASXJ21141453-0603058,dr11-south,318.5605416441595,-6.0516013399317705,0.654,174.9,0.270,17.953,SGA2020 dropped
2MASXJ21231082-0723564,dr11-south,320.7953390352868,-7.398795389320998,0.635,67.2,0.278,18.423,SGA2020 dropped
2MASXJ21242290-0637319,dr11-south,321.0953576570504,-6.625589049896659,0.614,140.3,0.341,17.969,SGA2020 dropped
2MASXJ22075780-0828121,dr11-south,331.9909335457263,-8.469971273263726,0.624,11.8,0.266,18.071,SGA2020 dropped
2MASXJ22142501+1202453,dr11-south,333.60429166777084,12.045899340070585,0.640,176.0,0.216,18.990,SGA2020 dropped
2MASXJ22183385-0041169,dr11-south,334.6411551378459,-0.6880423140096296,0.607,177.0,0.199,18.944,SGA2020 dropped
2MASXJ22201520-0954101,dr11-south,335.0632616831802,-9.9027102215562,0.639,28.5,0.268,18.718,SGA2020 dropped
PGC998471,dr11-south,336.19915593659505,-8.843890251810478,0.609,160.7,0.317,18.184,SGA2020 dropped
2MASXJ22364312-0110544,dr11-south,339.17976871459825,-1.1817161631385673,0.607,155.0,0.222,18.411,SGA2020 dropped
2MASXJ23004863+0105597,dr11-south,345.20256968914674,1.1000015354074248,0.658,18.3,0.330,18.095,SGA2020 dropped
2MASXJ23241622+1423069,dr11-south,351.06749666545915,14.385114343690567,0.630,3.2,0.309,18.378,SGA2020 dropped
2MASXJ23260070-0907408,dr11-south,351.50290378628677,-9.12793043424804,0.632,175.2,0.257,18.549,SGA2020 dropped
2MASXJ23320377+1402306,dr11-south,353.0158778648718,14.041769639035666,0.673,85.5,0.218,18.913,SGA2020 dropped
2MASXJ23402743+1334053,dr11-south,355.11451951057325,13.56799793172071,0.633,74.1,0.229,18.941,SGA2020 dropped
2MASXJ23420756-0025288,dr11-south,355.5314611651794,-0.42472871614439994,0.617,102.2,0.288,18.678,SGA2020 dropped
2MASXJ23534584+1422064,dr11-south,358.44090524679547,14.368427721490413,0.626,73.7,0.268,18.145,SGA2020 dropped
2MASXJ23545819+1401240,dr11-south,358.7423516474584,14.023176499101108,0.641,172.2,0.241,18.779,SGA2020 dropped
2MASXJ23565163+1504391,dr11-south,359.2150169859695,15.07764450453628,0.610,37.9,0.246,19.133,SGA2020 dropped
DR8-0001p095-1521,dr11-south,0.1974325739618858,9.479522218328338,0.605,179.0,0.358,17.139,SGA2020 dropped
DR8-0006p252-1366,dr11-south,0.7554808165097988,25.203642311782875,0.621,8.0,0.216,16.741,SGA2020 dropped
DR8-0008m437-2018,dr11-south,0.8438864151758553,-43.77088906439854,0.614,175.5,0.655,16.877,SGA2020 dropped
DR8-0067m122-1093,dr11-south,6.840144997602628,-12.327778530938218,0.617,75.4,0.206,16.986,SGA2020 dropped
DR8-0209p045-4242,dr11-south,21.025566011670392,4.530838626883164,0.624,92.4,0.311,17.610,SGA2020 dropped
DR8-0211p045-799,dr11-south,21.112491628570783,4.411137323278076,0.698,146.5,0.708,16.331,SGA2020 dropped
DR8-0221p042-1687,dr11-south,22.13196806944178,4.201968985425048,0.607,55.0,0.598,15.748,SGA2020 dropped
DR8-0239p122-1874,dr11-south,24.00087626375705,12.216717495068242,0.630,79.8,0.183,18.160,SGA2020 dropped
DR8-0291m505-1007,dr11-south,29.2746796704698,-50.57562941331737,0.633,94.7,0.161,17.814,SGA2020 dropped
DR8-0309m170-4882,dr11-south,30.986063319011546,-16.949714776172666,0.625,173.1,0.706,16.545,SGA2020 dropped
DR8-0337p192-4552,dr11-south,33.828979788275085,19.373928075276087,0.688,86.9,0.235,17.004,SGA2020 dropped
DR8-0344m300-1084,dr11-south,34.40885684437118,-30.07994554212472,0.631,79.3,0.698,17.285,SGA2020 dropped
DR8-0344p257-2109,dr11-south,34.51294813603673,25.744857036351764,0.689,151.0,0.161,17.929,SGA2020 dropped
DR8-0350p205-4515,dr11-south,35.06361296817757,20.592568020403842,0.677,117.4,0.805,15.951,SGA2020 dropped
DR8-0384p047-549,dr11-south,38.593598672937105,4.647652103525617,0.646,68.0,0.163,17.934,SGA2020 dropped
DR8-0432p130-2570,dr11-south,43.17296468343738,13.078381739970128,0.602,112.8,0.213,17.714,SGA2020 dropped
DR8-0473m567-1743,dr11-south,47.22945302789723,-56.77421497986483,0.610,41.3,0.266,17.299,SGA2020 dropped
DR8-0516m012-1230,dr11-south,51.56605338719292,-1.3121460746173905,0.629,60.2,0.377,16.607,SGA2020 dropped
DR8-0543m060-1945,dr11-south,54.44837534861747,-6.031819234988932,0.615,107.8,0.219,17.508,SGA2020 dropped
DR8-0710m635-2182,dr11-south,71.14940177950149,-63.57547404267817,0.672,160.9,0.156,17.687,SGA2020 dropped
DR8-0726m087-2274,dr11-south,72.78767939174784,-8.766060361958203,0.682,6.2,0.198,17.176,SGA2020 dropped
DR8-0767m175-3879,dr11-south,76.78238669888374,-17.431764007380572,0.614,22.3,0.742,17.688,SGA2020 dropped
DR8-0948m397-1179,dr11-south,95.02263306444429,-39.78126177051859,0.630,40.8,0.318,17.309,SGA2020 dropped
DR8-1169p185-1687,dr11-south,116.96168973858802,18.450494846591695,0.618,117.2,0.356,17.342,SGA2020 dropped
DR8-1288p102-4085,dr11-south,128.93982190504047,10.308751121865361,0.609,134.8,0.288,17.050,SGA2020 dropped
DR8-1317p172-3281,dr11-south,131.71877054422404,17.308490691845034,0.687,83.0,0.242,17.541,SGA2020 dropped
DR8-1348p127-2731,dr11-south,134.91869141245584,12.821350529106843,0.621,127.3,0.185,17.324,SGA2020 dropped
DR8-1359p172-592,dr11-south,136.08911592856828,17.15923358071717,0.630,51.7,0.775,16.918,SGA2020 dropped
DR8-1369m085-2659,dr11-south,137.0228935871062,-8.495972458669169,0.638,7.0,0.477,17.013,SGA2020 dropped
DR8-1376m007-3948,dr11-south,137.6442430584511,-0.6949337490246317,0.656,81.2,0.158,18.249,SGA2020 dropped
DR8-1393p345-2151,dr11-south,139.35304960202103,34.52598625257746,0.657,79.1,0.285,17.319,SGA2020 dropped
DR8-1394m090-1452,dr11-south,139.32380241820707,-8.961610540047818,0.608,108.9,0.189,18.098,SGA2020 dropped
DR8-1462p115-2665,dr11-south,146.30540957907405,11.53745348448185,0.666,105.3,0.251,17.256,SGA2020 dropped
DR8-1482p267-2817,dr11-south,148.3303335262654,26.786246306599537,0.617,88.1,0.216,17.326,SGA2020 dropped
DR8-1491m007-84,dr11-south,149.20783013334398,-0.8713913886897676,0.631,73.0,0.198,18.153,SGA2020 dropped
DR8-1527p062-1330,dr11-south,152.68068912501286,6.200389267054582,0.636,71.5,0.777,17.555,SGA2020 dropped
DR8-1565p210-3045,dr11-south,156.72772256078846,21.037982154961156,0.650,23.1,0.187,17.448,SGA2020 dropped
DR8-1608m050-1225,dr11-south,160.8878641031936,-5.055589791030104,0.679,118.4,0.249,17.156,SGA2020 dropped
DR8-1648p045-1813,dr11-south,164.89144543057282,4.478502885804256,0.664,28.7,0.179,17.938,SGA2020 dropped
DR8-1653p267-3351,dr11-south,165.2280635685847,26.81723868280831,0.605,6.2,0.191,17.985,SGA2020 dropped
DR8-1954p300-1060,dr11-south,195.43287414944746,29.92680546661636,0.616,31.6,0.642,16.358,SGA2020 dropped
DR8-2029p095-4835,dr11-south,202.9988511307873,9.618625511794301,0.619,64.1,0.639,16.884,SGA2020 dropped
DR8-2057p172-4102,dr11-south,205.60761025690235,17.334231358689202,0.604,12.1,0.236,17.669,SGA2020 dropped
DR8-2102m047-3890,dr11-south,210.10845284923587,-4.700383039210548,0.646,29.7,0.852,16.578,SGA2020 dropped
DR8-2209p135-1349,dr11-south,221.08011615068335,13.447841230694065,0.638,179.9,0.322,17.131,SGA2020 dropped
DR8-2253p220-4396,dr11-south,225.29479160576068,22.11584779868623,0.647,74.2,0.181,18.247,SGA2020 dropped
DR8-2276m017-4087,dr11-south,227.64087801284978,-1.69817359815747,0.627,88.7,0.411,17.439,SGA2020 dropped
DR8-2416p272-4325,dr11-south,241.52276401852137,27.34121149059789,0.656,167.5,0.248,17.567,SGA2020 dropped
DR8-2599p110-1415,dr11-south,259.88112261575833,10.925467594468863,0.695,36.7,0.690,16.185,SGA2020 dropped
DR8-3072m632-1682,dr11-south,307.39399859261164,-63.30350805426961,0.617,141.6,0.259,16.971,SGA2020 dropped
DR8-3072m645-3132,dr11-south,307.32116956446146,-64.4849500823508,0.646,83.2,0.289,16.707,SGA2020 dropped
DR8-3220m637-95,dr11-south,322.30595908720824,-63.869515283646706,0.630,54.2,0.201,17.837,SGA2020 dropped
DR8-3236p072-4888,dr11-south,323.6125581360799,7.34521767370294,0.607,25.6,0.322,16.406,SGA2020 dropped
DR8-3274p095-2046,dr11-south,327.34846898874287,9.479974946567543,0.646,57.8,0.567,16.679,SGA2020 dropped
DR8-3299m605-2919,dr11-south,329.9556939232771,-60.47227993946594,0.624,13.5,0.812,15.649,SGA2020 dropped
DR8-3300m552-174,dr11-south,330.1814580266969,-55.364253174811154,0.665,73.4,0.224,17.393,SGA2020 dropped
DR8-3302p095-29,dr11-south,330.33466209623435,9.379563726795698,0.667,154.7,0.554,15.987,SGA2020 dropped
DR8-3329p187-1473,dr11-south,332.97453979843846,18.697183755693132,0.682,120.1,0.901,16.098,SGA2020 dropped
DR8-3340m122-253,dr11-south,334.097197149859,-12.362491970531805,0.608,6.4,0.228,17.303,SGA2020 dropped
DR8-3359m465-184,dr11-south,335.9571273576132,-46.617964386092,0.692,143.8,0.829,16.307,SGA2020 dropped
DR8-3385m597-2443,dr11-south,338.5576716550127,-59.75878576997577,0.690,78.1,0.693,16.182,SGA2020 dropped
DR8-3412p260-629,dr11-south,341.2386032478622,25.90847295764444,0.698,104.2,0.177,17.339,SGA2020 dropped
DR8-3420m507-2246,dr11-south,342.1305789034898,-50.76998728911664,0.627,76.2,0.219,17.997,SGA2020 dropped
DR8-3501p117-3973,dr11-south,350.2219017558711,11.819317857602092,0.609,13.4,0.406,16.889,SGA2020 dropped
